,S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,CO2,PIR1,PIR2,Persons,DateTime,Crowded,Crowded_pred
5860,20.88,23.08,20.52,480,492,255,845.0,1,0,3,13/01/2021 14:03:01,1,0
5861,20.92,23.21,20.57,480,498,255,840.0,1,1,3,13/01/2021 14:03:32,1,0
5862,20.89,22.96,20.6,480,500,255,840.0,1,1,3,13/01/2021 14:04:02,1,0
5863,20.94,23.0,20.54,480,504,252,845.0,0,0,3,13/01/2021 14:04:33,1,0
5864,20.93,22.94,20.61,480,502,246,850.0,1,1,3,13/01/2021 14:05:04,1,0
5865,20.9,22.9,20.62,480,504,243,855.0,1,1,3,13/01/2021 14:05:34,1,0
5866,20.98,22.94,20.68,480,504,240,850.0,1,1,3,13/01/2021 14:06:05,1,0
5867,20.94,22.88,20.62,480,494,240,850.0,1,1,3,13/01/2021 14:06:36,1,0
5868,20.95,22.8,20.61,480,498,249,845.0,0,1,3,13/01/2021 14:07:06,1,0
5869,20.85,22.77,20.65,480,496,243,845.0,1,1,3,13/01/2021 14:07:37,1,0
5870,20.9,22.68,20.59,480,502,240,850.0,1,1,3,13/01/2021 14:08:07,1,0
5871,20.86,22.72,20.6,480,502,240,855.0,1,1,3,13/01/2021 14:08:38,1,0
5872,20.96,22.73,20.68,480,504,240,855.0,1,1,3,13/01/2021 14:09:09,1,1
5873,20.89,22.69,20.61,480,504,240,860.0,1,1,3,13/01/2021 14:09:39,1,1
5874,20.98,22.8,20.68,480,506,240,855.0,0,1,3,13/01/2021 14:10:10,1,1
5875,20.91,22.79,20.72,480,506,237,860.0,1,1,3,13/01/2021 14:10:41,1,1
5876,20.93,22.74,20.72,480,508,237,860.0,1,1,3,13/01/2021 14:11:11,1,1
5877,20.98,22.86,20.69,480,506,237,860.0,1,1,3,13/01/2021 14:11:42,1,1
5878,21.0,22.86,20.66,0,508,234,860.0,1,1,3,13/01/2021 14:12:13,1,1
5879,21.0,22.85,20.73,480,506,234,860.0,0,1,3,13/01/2021 14:12:43,1,1
5880,20.94,22.89,20.74,483,504,240,865.0,0,0,3,13/01/2021 14:13:14,1,1
5881,20.96,22.8,20.8,483,504,243,865.0,1,0,3,13/01/2021 14:13:44,1,1
5882,21.0,22.76,20.79,483,504,240,865.0,1,0,3,13/01/2021 14:14:15,1,1
5883,20.99,22.65,20.77,483,504,240,875.0,0,0,3,13/01/2021 14:14:46,1,1
5884,20.91,22.69,20.79,483,504,240,880.0,0,0,3,13/01/2021 14:15:16,1,1
5885,20.92,22.66,20.8,480,502,240,875.0,0,1,3,13/01/2021 14:15:47,1,1
5886,20.9,22.66,20.72,480,494,240,880.0,1,1,3,13/01/2021 14:16:18,1,1
5887,20.98,22.53,20.85,480,506,240,885.0,1,1,2,13/01/2021 14:16:48,0,1
5888,20.92,22.55,20.86,480,506,243,885.0,1,1,2,13/01/2021 14:17:19,0,1
5889,20.92,22.57,20.85,480,508,240,875.0,1,1,2,13/01/2021 14:17:50,0,1
5890,21.06,22.51,20.85,480,508,240,870.0,0,1,2,13/01/2021 14:18:20,0,1
5891,21.02,22.51,20.86,480,508,237,875.0,1,1,2,13/01/2021 14:18:51,0,1
5892,20.97,22.45,20.81,480,508,237,870.0,1,1,2,13/01/2021 14:19:21,0,1
5893,20.98,22.46,20.84,480,508,234,870.0,0,1,2,13/01/2021 14:19:52,0,1
5894,20.99,22.36,20.87,480,508,231,870.0,1,1,2,13/01/2021 14:20:23,0,1
5895,21.0,22.44,20.79,480,508,234,865.0,1,0,2,13/01/2021 14:20:53,0,1
5896,21.03,22.47,20.83,480,508,240,870.0,1,1,2,13/01/2021 14:21:24,0,1
5897,21.0,22.36,20.87,480,508,255,870.0,0,1,2,13/01/2021 14:21:55,0,1
5898,20.96,22.36,20.84,480,508,258,865.0,0,1,2,13/01/2021 14:22:25,0,1
5899,21.03,22.36,20.93,480,510,258,860.0,1,1,2,13/01/2021 14:22:56,0,1
5900,21.01,22.38,20.88,480,508,255,840.0,1,1,2,13/01/2021 14:23:27,0,0
5901,20.96,22.3,20.87,480,508,255,845.0,1,1,2,13/01/2021 14:23:57,0,0
5902,21.01,22.23,20.85,480,508,252,850.0,0,1,2,13/01/2021 14:24:28,0,0
5903,21.05,22.21,20.89,480,508,249,860.0,0,1,2,13/01/2021 14:24:58,0,1
5904,21.05,22.22,20.84,480,494,246,865.0,1,1,3,13/01/2021 14:25:29,1,0
5905,20.99,22.17,20.85,480,512,246,870.0,1,1,3,13/01/2021 14:26:00,1,1
5906,20.96,22.15,20.85,480,508,246,870.0,1,1,3,13/01/2021 14:26:30,1,1
5907,20.99,22.21,20.93,480,508,246,885.0,1,1,3,13/01/2021 14:27:01,1,1
5908,21.01,22.22,20.88,480,514,249,890.0,1,1,2,13/01/2021 14:27:32,0,1
5909,20.98,22.29,20.87,480,516,252,895.0,1,1,2,13/01/2021 14:28:02,0,1
5910,20.98,22.36,20.87,480,512,252,895.0,1,1,3,13/01/2021 14:28:33,1,1
5911,21.02,22.32,20.9,480,510,255,890.0,0,1,3,13/01/2021 14:29:04,1,1
5912,21.04,22.31,20.87,483,512,255,890.0,1,1,3,13/01/2021 14:29:34,1,1
5913,21.04,22.3,20.89,483,508,255,880.0,1,1,3,13/01/2021 14:30:05,1,1
5914,21.0,22.29,20.91,483,508,261,880.0,1,1,3,13/01/2021 14:30:35,1,1
5915,21.05,22.17,20.92,483,508,264,880.0,0,1,3,13/01/2021 14:31:06,1,1
5916,21.06,22.24,20.89,483,508,267,875.0,0,1,3,13/01/2021 14:31:37,1,1
5917,20.98,22.13,20.87,480,510,261,875.0,0,1,3,13/01/2021 14:32:38,1,1
5918,21.09,21.99,20.99,480,510,258,875.0,0,0,3,13/01/2021 14:33:09,1,1
5919,20.99,22.03,20.86,480,510,255,880.0,0,0,3,13/01/2021 14:33:39,1,1
5920,20.98,21.95,20.85,480,510,255,880.0,1,1,3,13/01/2021 14:34:10,1,1
5921,21.04,21.98,20.99,480,510,252,890.0,1,1,3,13/01/2021 14:34:41,1,1
5922,21.0,21.86,20.94,480,510,252,900.0,1,1,3,13/01/2021 14:35:11,1,1
5923,21.06,22.11,20.85,480,508,252,905.0,1,1,3,13/01/2021 14:35:42,1,1
5924,21.05,22.05,20.88,474,508,252,910.0,0,1,3,13/01/2021 14:36:12,1,1
5925,20.98,21.96,20.96,474,508,252,910.0,1,1,3,13/01/2021 14:36:43,1,1
5926,21.02,21.99,20.93,474,508,252,910.0,1,1,3,13/01/2021 14:37:14,1,1
5927,20.98,21.93,20.99,480,508,252,910.0,1,1,3,13/01/2021 14:37:44,1,1
5928,21.12,21.99,20.95,474,508,252,910.0,1,1,3,13/01/2021 14:38:15,1,1
5929,21.05,22.09,20.98,474,512,249,910.0,1,1,3,13/01/2021 14:38:46,1,1
5930,21.17,22.23,21.05,57,69,249,920.0,0,0,0,13/01/2021 14:39:16,0,1
5931,21.15,21.96,21.1,57,69,249,920.0,0,0,0,13/01/2021 14:39:47,0,1
5932,21.18,21.92,21.05,57,69,249,920.0,0,0,0,13/01/2021 14:40:17,0,1
5933,21.15,21.78,20.97,54,66,243,920.0,1,0,0,13/01/2021 14:41:19,0,1
5934,21.17,21.79,20.96,54,66,240,920.0,0,0,0,13/01/2021 14:41:49,0,1
5935,21.08,21.77,21.05,54,66,240,920.0,0,0,0,13/01/2021 14:42:20,0,1
5936,21.14,21.75,21.02,54,66,243,920.0,0,0,0,13/01/2021 14:42:51,0,1
5937,21.17,21.75,21.03,54,69,246,920.0,0,0,0,13/01/2021 14:43:21,0,1
5938,21.17,21.67,21.0,54,66,246,920.0,0,0,0,13/01/2021 14:43:52,0,1
5939,21.16,21.7,20.99,54,69,246,920.0,0,0,0,13/01/2021 14:44:23,0,1
5940,21.18,21.68,21.05,54,69,249,915.0,0,0,0,13/01/2021 14:44:53,0,1
5941,21.12,21.59,21.01,54,66,243,920.0,0,0,0,13/01/2021 14:45:24,0,1
5942,21.12,21.61,20.98,54,66,243,910.0,0,0,0,13/01/2021 14:45:54,0,1
5943,21.07,21.52,21.02,54,66,240,900.0,0,0,0,13/01/2021 14:46:25,0,1
5944,21.08,21.48,20.96,51,66,240,890.0,0,0,0,13/01/2021 14:46:56,0,1
5945,21.04,21.52,20.99,51,63,237,880.0,0,0,0,13/01/2021 14:47:26,0,1
5946,20.98,21.51,20.97,51,63,237,870.0,0,0,0,13/01/2021 14:47:57,0,1
5947,21.08,21.49,20.94,51,63,231,865.0,0,0,0,13/01/2021 14:48:28,0,1
5948,21.0,21.56,20.92,51,60,228,855.0,0,0,0,13/01/2021 14:48:58,0,1
5949,21.09,21.53,20.93,48,60,228,850.0,0,0,0,13/01/2021 14:49:29,0,1
5950,21.04,21.49,20.98,48,60,228,845.0,0,0,0,13/01/2021 14:50:00,0,1
5951,21.04,21.44,20.98,51,60,231,850.0,0,0,0,13/01/2021 14:50:30,0,1
5952,21.04,21.47,20.98,48,60,225,845.0,0,0,0,13/01/2021 14:51:01,0,1
5953,21.03,21.37,20.93,48,60,225,840.0,0,0,0,13/01/2021 14:51:31,0,1
5954,21.04,21.37,20.97,48,60,225,840.0,0,0,0,13/01/2021 14:52:02,0,1
5955,21.05,21.4,20.97,48,60,222,835.0,0,0,0,13/01/2021 14:52:33,0,1
5956,20.97,21.35,20.91,45,60,222,835.0,0,0,0,13/01/2021 14:53:03,0,1
5957,20.98,21.37,20.85,45,60,219,835.0,0,0,0,13/01/2021 14:53:34,0,1
5958,21.01,21.44,20.88,45,60,219,835.0,0,0,0,13/01/2021 14:54:05,0,1
5959,21.01,21.35,20.91,45,60,216,830.0,0,0,0,13/01/2021 14:54:35,0,1
5960,20.98,21.38,20.87,45,57,213,830.0,0,0,0,13/01/2021 14:55:06,0,1
5961,21.0,21.3,20.94,45,57,210,830.0,0,0,0,13/01/2021 14:55:37,0,1
5962,21.05,21.36,20.93,42,57,210,830.0,0,0,0,13/01/2021 14:56:07,0,1
5963,20.99,21.29,20.83,42,54,207,830.0,0,0,0,13/01/2021 14:56:38,0,1
5964,21.03,21.36,20.83,42,54,204,820.0,0,0,0,13/01/2021 14:57:08,0,1
5965,20.98,21.31,20.85,42,54,201,820.0,0,0,0,13/01/2021 14:57:39,0,1
5966,21.0,21.37,20.79,42,54,201,815.0,0,0,0,13/01/2021 14:58:10,0,1
5967,20.96,21.3,20.83,42,54,198,815.0,0,0,0,13/01/2021 14:58:40,0,1
5968,20.96,21.24,20.83,42,51,195,815.0,0,0,0,13/01/2021 14:59:11,0,1
5969,21.05,21.27,20.8,42,51,198,805.0,0,0,0,13/01/2021 14:59:42,0,1
5970,20.99,21.25,20.8,42,54,201,805.0,0,0,0,13/01/2021 15:00:12,0,1
5971,20.97,21.22,20.86,42,54,204,800.0,0,0,0,13/01/2021 15:00:43,0,1
5972,20.92,21.25,20.86,42,57,210,795.0,0,0,0,13/01/2021 15:01:14,0,1
5973,20.99,21.22,20.8,42,57,213,785.0,0,0,0,13/01/2021 15:01:44,0,1
5974,20.92,21.25,20.85,45,57,216,775.0,0,0,0,13/01/2021 15:02:15,0,1
5975,21.01,21.19,20.85,45,60,222,770.0,0,0,0,13/01/2021 15:02:45,0,1
5976,20.9,21.18,20.87,45,60,222,770.0,0,0,0,13/01/2021 15:03:16,0,1
5977,20.96,21.22,20.84,45,60,222,765.0,0,0,0,13/01/2021 15:03:47,0,1
5978,20.97,21.23,20.82,45,57,219,760.0,0,0,0,13/01/2021 15:04:17,0,1
5979,20.9,21.17,20.86,42,57,210,760.0,0,0,0,13/01/2021 15:04:48,0,1
5980,20.92,21.11,20.79,42,57,210,755.0,0,0,0,13/01/2021 15:05:19,0,1
5981,20.92,21.24,20.88,42,57,210,750.0,0,0,0,13/01/2021 15:05:49,0,1
5982,20.95,21.13,20.77,42,57,210,755.0,0,0,0,13/01/2021 15:06:20,0,1
5983,20.99,21.06,20.73,42,54,210,750.0,0,0,0,13/01/2021 15:07:21,0,1
5984,20.99,21.17,20.78,42,54,210,750.0,0,0,0,13/01/2021 15:07:52,0,1
5985,20.96,21.19,20.81,42,54,210,755.0,0,0,0,13/01/2021 15:08:22,0,1
5986,20.97,21.14,20.79,42,54,210,755.0,0,0,0,13/01/2021 15:08:53,0,1
5987,20.93,21.1,20.78,42,57,210,750.0,0,0,0,13/01/2021 15:09:24,0,1
5988,20.94,21.11,20.74,42,54,210,755.0,0,0,0,13/01/2021 15:09:54,0,1
5989,20.91,21.11,20.78,42,54,210,750.0,0,0,0,13/01/2021 15:10:25,0,1
5990,20.92,21.14,20.75,42,54,210,740.0,0,0,0,13/01/2021 15:10:56,0,1
5991,20.93,21.06,20.75,42,54,207,730.0,0,0,0,13/01/2021 15:11:26,0,1
5992,20.9,21.11,20.78,42,51,204,730.0,0,0,0,13/01/2021 15:11:57,0,1
5993,20.86,21.12,20.83,42,51,201,720.0,0,0,0,13/01/2021 15:12:27,0,1
5994,21.0,21.06,20.76,42,51,198,715.0,0,0,0,13/01/2021 15:12:58,0,1
5995,20.95,21.06,20.75,42,51,195,710.0,0,0,0,13/01/2021 15:13:29,0,1
5996,20.96,21.06,20.73,42,51,195,715.0,0,0,0,13/01/2021 15:13:59,0,1
5997,20.89,21.12,20.71,39,48,195,715.0,0,0,0,13/01/2021 15:14:30,0,1
5998,20.93,21.12,20.78,39,48,195,715.0,0,0,0,13/01/2021 15:15:01,0,1
5999,20.91,21.08,20.74,39,48,195,715.0,0,0,0,13/01/2021 15:15:31,0,1
6000,20.85,21.07,20.8,39,48,192,715.0,0,0,0,13/01/2021 15:16:02,0,1
6001,20.86,21.07,20.73,39,48,189,705.0,0,0,0,13/01/2021 15:16:33,0,1
6002,20.92,21.03,20.74,39,45,186,705.0,0,0,0,13/01/2021 15:17:03,0,1
6003,20.93,21.04,20.81,36,45,186,705.0,0,0,0,13/01/2021 15:17:34,0,1
6004,20.89,21.1,20.77,36,45,183,705.0,0,0,0,13/01/2021 15:18:04,0,1
6005,20.9,21.05,20.74,36,45,180,695.0,0,0,0,13/01/2021 15:18:35,0,1
6006,20.91,21.05,20.66,36,45,186,690.0,0,0,0,13/01/2021 15:19:06,0,1
6007,20.88,21.03,20.67,36,45,186,690.0,0,0,0,13/01/2021 15:19:36,0,1
6008,20.93,21.02,20.78,36,45,186,695.0,0,0,0,13/01/2021 15:20:07,0,1
6009,20.85,20.97,20.68,36,45,183,690.0,0,0,0,13/01/2021 15:20:38,0,1
6010,20.87,21.03,20.66,36,45,186,685.0,0,0,0,13/01/2021 15:21:08,0,1
6011,20.92,20.96,20.67,36,45,186,680.0,0,0,0,13/01/2021 15:21:39,0,1
6012,20.85,21.02,20.72,36,45,183,685.0,0,0,0,13/01/2021 15:22:10,0,1
6013,20.91,20.99,20.79,36,45,180,690.0,0,0,0,13/01/2021 15:22:40,0,1
6014,20.85,20.97,20.72,36,45,183,685.0,0,0,0,13/01/2021 15:23:11,0,1
6015,20.79,20.97,20.71,36,45,180,685.0,0,0,0,13/01/2021 15:23:41,0,1
6016,20.92,21.04,20.69,36,42,180,680.0,0,0,0,13/01/2021 15:24:12,0,1
6017,20.85,20.99,20.66,36,42,177,675.0,0,0,0,13/01/2021 15:24:43,0,1
6018,20.93,20.9,20.66,36,42,177,680.0,0,0,0,13/01/2021 15:25:13,0,1
6019,20.89,20.9,20.71,33,42,174,675.0,0,0,0,13/01/2021 15:25:44,0,1
6020,20.94,20.72,20.55,33,42,174,675.0,0,0,0,13/01/2021 15:26:15,0,1
6021,20.88,20.81,20.51,33,42,168,675.0,0,0,0,13/01/2021 15:27:16,0,1
6022,20.84,20.72,20.53,33,42,165,675.0,0,0,0,13/01/2021 15:27:47,0,1
6023,20.85,20.75,20.5,33,42,165,670.0,0,0,0,13/01/2021 15:28:17,0,1
6024,20.84,20.77,20.48,33,42,165,655.0,0,0,0,13/01/2021 15:28:48,0,1
6025,20.89,20.73,20.47,33,42,168,655.0,0,0,0,13/01/2021 15:29:18,0,1
6026,20.87,20.8,20.61,33,42,171,650.0,0,0,0,13/01/2021 15:29:49,0,1
6027,20.92,20.71,20.51,33,42,171,650.0,0,0,0,13/01/2021 15:30:20,0,1
6028,20.86,20.8,20.56,33,42,168,640.0,0,0,0,13/01/2021 15:30:50,0,1
6029,20.86,20.77,20.5,33,42,168,640.0,0,0,0,13/01/2021 15:31:21,0,1
6030,20.93,20.74,20.47,33,42,165,640.0,0,0,0,13/01/2021 15:31:52,0,1
6031,20.86,20.8,20.54,33,42,162,635.0,0,0,0,13/01/2021 15:32:22,0,1
6032,20.82,20.78,20.42,33,42,162,625.0,0,0,0,13/01/2021 15:32:53,0,1
6033,20.86,20.73,20.48,33,42,165,630.0,0,0,0,13/01/2021 15:33:24,0,1
6034,20.86,20.71,20.47,33,42,165,625.0,0,0,0,13/01/2021 15:33:54,0,1
6035,20.81,20.77,20.53,33,39,162,620.0,0,0,0,13/01/2021 15:34:25,0,1
6036,20.88,20.77,20.51,30,39,162,615.0,0,0,0,13/01/2021 15:34:55,0,1
6037,20.79,20.76,20.43,30,39,162,610.0,0,0,0,13/01/2021 15:35:26,0,1
6038,20.79,20.71,20.45,30,39,159,600.0,0,0,0,13/01/2021 15:35:57,0,1
6039,20.88,20.73,20.43,30,36,156,600.0,0,0,0,13/01/2021 15:36:27,0,1
6040,20.88,20.74,20.48,30,36,153,595.0,0,0,0,13/01/2021 15:36:58,0,1
6041,20.84,20.76,20.4,30,36,153,600.0,0,0,0,13/01/2021 15:37:29,0,1
6042,20.8,20.7,20.48,30,36,153,600.0,0,0,0,13/01/2021 15:37:59,0,1
6043,20.8,20.72,20.46,30,36,153,600.0,0,0,0,13/01/2021 15:38:30,0,1
6044,20.88,20.76,20.44,30,36,150,595.0,0,0,0,13/01/2021 15:39:01,0,1
6045,20.82,20.8,20.48,30,36,150,595.0,0,0,0,13/01/2021 15:39:31,0,1
6046,20.79,20.78,20.43,30,36,150,595.0,0,0,0,13/01/2021 15:40:02,0,1
6047,20.79,20.72,20.46,30,36,147,590.0,0,0,0,13/01/2021 15:40:32,0,1
6048,20.8,20.73,20.5,30,36,147,590.0,0,0,0,13/01/2021 15:41:03,0,1
6049,20.87,20.76,20.43,30,36,147,595.0,0,0,0,13/01/2021 15:41:34,0,1
6050,20.83,20.78,20.44,30,36,147,585.0,0,0,0,13/01/2021 15:42:04,0,1
6051,20.79,20.69,20.47,30,36,147,590.0,0,0,0,13/01/2021 15:42:35,0,1
6052,20.88,20.73,20.42,30,33,147,595.0,0,0,0,13/01/2021 15:43:06,0,1
6053,20.8,20.73,20.46,30,33,147,595.0,0,0,0,13/01/2021 15:43:36,0,1
6054,20.85,20.66,20.41,30,33,144,590.0,0,0,0,13/01/2021 15:44:07,0,1
6055,20.83,20.74,20.44,27,33,141,580.0,0,0,0,13/01/2021 15:44:37,0,1
6056,20.86,20.74,20.46,27,33,138,580.0,0,0,0,13/01/2021 15:45:08,0,1
6057,20.81,20.8,20.46,27,33,138,580.0,0,0,0,13/01/2021 15:45:39,0,1
6058,20.84,20.68,20.47,27,33,135,580.0,0,0,0,13/01/2021 15:46:09,0,1
6059,20.79,20.76,20.46,27,30,135,580.0,0,0,0,13/01/2021 15:46:40,0,1
6060,20.84,20.75,20.47,27,30,135,580.0,0,0,0,13/01/2021 15:47:11,0,1
6061,20.8,20.67,20.43,27,30,135,575.0,0,0,0,13/01/2021 15:47:41,0,1
6062,20.79,20.75,20.41,27,30,135,575.0,0,0,0,13/01/2021 15:48:12,0,1
6063,20.72,20.65,20.43,27,30,135,570.0,0,0,0,13/01/2021 15:48:43,0,1
6064,20.8,20.65,20.45,27,30,135,570.0,0,0,0,13/01/2021 15:49:13,0,1
6065,20.8,20.68,20.44,27,30,135,570.0,0,0,0,13/01/2021 15:49:44,0,1
6066,20.82,20.75,20.5,27,30,135,570.0,0,0,0,13/01/2021 15:50:14,0,1
6067,20.88,20.71,20.42,27,30,135,575.0,0,0,0,13/01/2021 15:50:45,0,1
6068,20.86,20.71,20.38,27,30,135,570.0,0,0,0,13/01/2021 15:51:16,0,1
6069,20.79,20.73,20.5,27,30,132,575.0,0,0,0,13/01/2021 15:51:46,0,1
6070,20.81,20.72,20.43,24,30,132,575.0,0,0,0,13/01/2021 15:52:17,0,1
6071,20.8,20.68,20.45,24,30,129,575.0,0,0,0,13/01/2021 15:52:48,0,1
6072,20.83,20.68,20.4,24,30,129,575.0,0,0,0,13/01/2021 15:53:18,0,1
6073,20.8,20.66,20.35,24,30,129,575.0,0,0,0,13/01/2021 15:53:49,0,1
6074,20.82,20.68,20.43,24,30,129,580.0,0,0,0,13/01/2021 15:54:20,0,1
6075,20.83,20.67,20.41,24,30,126,580.0,0,0,0,13/01/2021 15:54:50,0,1
6076,20.83,20.75,20.41,24,30,126,580.0,0,0,0,13/01/2021 15:55:21,0,1
6077,20.72,20.69,20.36,24,30,123,580.0,0,0,0,13/01/2021 15:55:51,0,1
6078,20.79,20.68,20.38,24,30,123,580.0,0,0,0,13/01/2021 15:56:22,0,1
6079,20.81,20.68,20.4,24,30,123,580.0,0,0,0,13/01/2021 15:56:53,0,1
6080,20.78,20.73,20.38,24,30,120,575.0,1,0,0,13/01/2021 15:57:23,0,1
6081,20.73,20.75,20.4,24,30,120,575.0,0,0,0,13/01/2021 15:57:54,0,1
6082,20.73,20.65,20.43,24,30,120,570.0,0,0,0,13/01/2021 15:58:25,0,1
6083,20.81,20.7,20.36,21,30,120,570.0,0,0,0,13/01/2021 15:58:55,0,1
6084,20.8,20.67,20.42,21,27,120,570.0,0,0,0,13/01/2021 15:59:26,0,1
6085,20.75,20.75,20.33,21,27,117,570.0,0,0,0,13/01/2021 15:59:57,0,1
6086,20.81,20.7,20.35,21,27,117,575.0,0,0,0,13/01/2021 16:00:27,0,1
6087,20.73,20.75,20.37,21,27,117,570.0,0,0,0,13/01/2021 16:00:58,0,1
6088,20.76,20.65,20.37,21,27,117,575.0,0,0,0,13/01/2021 16:01:28,0,1
6089,20.74,20.66,20.31,21,27,114,575.0,0,0,0,13/01/2021 16:01:59,0,1
6090,20.8,20.69,20.42,21,27,114,575.0,0,0,0,13/01/2021 16:02:30,0,1
6091,20.68,20.66,20.31,21,27,114,575.0,0,0,0,13/01/2021 16:03:00,0,1
6092,20.78,20.7,20.36,21,27,114,575.0,0,0,0,13/01/2021 16:03:31,0,1
6093,20.69,20.68,20.33,21,27,111,565.0,0,0,0,13/01/2021 16:04:02,0,1
6094,20.75,20.71,20.35,21,27,111,575.0,0,0,0,13/01/2021 16:04:32,0,1
6095,20.66,20.67,20.28,21,27,111,575.0,0,0,0,13/01/2021 16:05:03,0,1
6096,20.66,20.7,20.28,21,24,111,570.0,0,0,0,13/01/2021 16:05:34,0,1
6097,20.76,20.68,20.35,21,24,108,565.0,0,0,0,13/01/2021 16:06:04,0,1
6098,20.8,20.66,20.29,21,24,108,565.0,0,0,0,13/01/2021 16:06:35,0,1
6099,20.73,20.66,20.34,21,24,108,560.0,0,0,0,13/01/2021 16:07:05,0,1
6100,20.79,20.59,20.41,18,24,108,565.0,0,0,0,13/01/2021 16:07:36,0,1
6101,20.8,20.66,20.32,18,24,108,555.0,0,0,0,13/01/2021 16:08:07,0,1
6102,20.77,20.69,20.29,18,24,108,560.0,0,0,0,13/01/2021 16:08:37,0,1
6103,20.76,20.7,20.29,18,24,105,555.0,0,0,0,13/01/2021 16:09:08,0,1
6104,20.71,20.69,20.36,18,24,105,550.0,0,0,0,13/01/2021 16:09:39,0,1
6105,20.78,20.71,20.32,18,24,105,545.0,0,0,0,13/01/2021 16:10:09,0,1
6106,20.7,20.7,20.34,18,24,105,540.0,0,0,0,13/01/2021 16:10:40,0,1
6107,20.72,20.75,20.29,18,24,105,540.0,0,0,0,13/01/2021 16:11:11,0,1
6108,20.76,20.61,20.38,18,24,105,535.0,0,0,0,13/01/2021 16:11:41,0,1
6109,20.77,20.68,20.3,18,24,105,535.0,0,0,0,13/01/2021 16:12:12,0,1
6110,20.72,20.64,20.29,18,21,105,535.0,0,0,0,13/01/2021 16:12:42,0,1
6111,20.66,20.64,20.37,18,21,105,530.0,0,0,0,13/01/2021 16:13:13,0,1
6112,20.66,20.62,20.28,18,21,105,530.0,0,0,0,13/01/2021 16:13:44,0,1
6113,20.74,20.64,20.32,18,21,105,530.0,0,0,0,13/01/2021 16:14:14,0,1
6114,20.73,20.66,20.33,18,21,105,525.0,0,0,0,13/01/2021 16:14:45,0,1
6115,20.71,20.62,20.29,18,21,105,525.0,0,0,0,13/01/2021 16:15:16,0,1
6116,20.71,20.69,20.29,18,21,105,525.0,0,0,0,13/01/2021 16:15:46,0,1
6117,20.74,20.63,20.27,15,21,105,525.0,0,0,0,13/01/2021 16:16:17,0,1
6118,20.73,20.6,20.28,15,21,105,525.0,0,0,0,13/01/2021 16:16:48,0,1
6119,20.66,20.66,20.23,15,21,102,520.0,0,0,0,13/01/2021 16:17:18,0,1
6120,20.73,20.67,20.3,15,21,99,520.0,0,0,0,13/01/2021 16:17:49,0,1
6121,20.7,20.67,20.29,15,21,96,520.0,0,0,0,13/01/2021 16:18:19,0,1
6122,20.63,20.65,20.23,15,18,93,520.0,0,0,0,13/01/2021 16:18:50,0,1
6123,20.64,20.62,20.22,15,18,90,510.0,0,0,0,13/01/2021 16:19:21,0,1
6124,20.67,20.61,20.23,15,18,90,510.0,0,0,0,13/01/2021 16:19:51,0,1
6125,20.67,20.61,20.21,15,18,90,515.0,0,0,0,13/01/2021 16:20:22,0,1
6126,20.64,20.59,20.22,15,18,87,505.0,0,0,0,13/01/2021 16:20:53,0,1
6127,20.65,20.65,20.25,15,18,87,500.0,0,0,0,13/01/2021 16:21:23,0,1
6128,20.64,20.62,20.23,15,18,87,495.0,0,0,0,13/01/2021 16:21:54,0,1
6129,20.67,20.65,20.22,15,18,87,495.0,0,0,0,13/01/2021 16:22:24,0,1
6130,20.69,20.6,20.24,15,18,87,495.0,0,0,0,13/01/2021 16:22:55,0,1
6131,20.62,20.63,20.28,15,18,87,495.0,0,0,0,13/01/2021 16:23:26,0,1
6132,20.62,20.61,20.26,15,15,84,495.0,0,0,0,13/01/2021 16:24:27,0,1
6133,20.67,20.54,20.27,15,15,84,495.0,0,0,0,13/01/2021 16:24:58,0,1
6134,20.62,20.6,20.28,15,15,84,500.0,0,0,0,13/01/2021 16:25:28,0,1
6135,20.65,20.68,20.3,15,15,81,490.0,0,0,0,13/01/2021 16:25:59,0,1
6136,20.68,20.63,20.22,15,15,81,490.0,0,0,0,13/01/2021 16:26:30,0,1
6137,20.68,20.67,20.22,15,15,81,490.0,0,0,0,13/01/2021 16:27:00,0,1
6138,20.68,20.69,20.25,15,15,78,495.0,0,0,0,13/01/2021 16:27:31,0,1
6139,20.62,20.66,20.15,15,15,78,490.0,0,0,0,13/01/2021 16:28:01,0,1
6140,20.68,20.66,20.3,15,15,78,485.0,0,0,0,13/01/2021 16:28:32,0,1
6141,20.65,20.64,20.27,15,15,75,490.0,0,0,0,13/01/2021 16:29:03,0,1
6142,20.63,20.61,20.28,15,15,75,485.0,0,0,0,13/01/2021 16:29:33,0,1
6143,20.71,20.68,20.23,15,15,75,485.0,0,0,0,13/01/2021 16:30:04,0,1
6144,20.6,20.54,20.31,15,15,72,485.0,0,0,0,13/01/2021 16:30:35,0,1
6145,20.63,20.62,20.22,15,15,72,475.0,0,0,0,13/01/2021 16:31:05,0,1
6146,20.68,20.62,20.29,15,15,72,480.0,0,0,0,13/01/2021 16:31:36,0,1
6147,20.64,20.55,20.3,15,15,72,475.0,0,0,0,13/01/2021 16:32:07,0,1
6148,20.63,20.59,20.27,12,15,72,475.0,0,0,0,13/01/2021 16:32:37,0,1
6149,20.61,20.59,20.23,12,15,72,485.0,0,0,0,13/01/2021 16:33:08,0,1
